article_id,title,body,link
686,Regulator orders drug companies to study suicide risk during trials,"After decades of inattention to the possible psychiatric side effects of experimental medicines, the U.S. Food and Drug Administration is requiring drug makers to study closely whether patients become suicidal during clinical trials.",https://www.nytimes.com/2008/01/24/health/24iht-drugs.4.9478598.html
687,A Brilliant Student's Troubled Life and Early Death; First Suicide Attempt Family Established Fund Finished High School at 14 Attracted to Tolkien Detective Got Instructions Also Wrote Poetry 'Caricature of a Whiz Kid' ,,https://www.nytimes.com/1980/08/25/archives/a-brilliant-students-troubled-life-and-early-death-first-suicide-at.html
688,Driven to Suicide by an ‘Inhuman and Unnatural’ Pressure to Sell,"INDORE, India — Leaving his wife and two young children home on a recent Sunday, a 27-year-old salesman for Abbott Laboratories’ operations in India — in fact, one of the American health care company’s top performers there — rode his motorcycle to a remote railroad track and jumped in front of a train.",https://www.nytimes.com/2016/08/11/business/international/abbott-india-suicide-inhuman-drug-sales-tactics.html
689,So Many Unhappy Women: She Asked Why; 'She Was My Closest Friend' 'My Prince Charming Will Never Come',,https://www.nytimes.com/1980/08/23/archives/so-many-unhappy-women-she-asked-why-she-was-my-closest-friend-my.html
690,"Heir to a Fortune, and to Tragedy; Suicide Ends the Life of a Wealthy, and Haunted, Man","William Woodward 3d was born to a family with few peers in New York society. The Woodwards had old money and blue blood, but they also had a penchant for self-destruction that inspired novels by Truman Capote and Dominick Dunne, and landed them in the headlines of newspapers around the world.",https://www.nytimes.com/1999/05/08/nyregion/heir-fortune-tragedy-suicide-ends-life-wealthy-haunted-man.html
691,"NAZIS CAUSE TWO SUICIDES; Moritz Oppenheim, 85, and Wife End Lives in Germany.",,https://www.nytimes.com/1933/06/16/archives/nazis-cause-two-suicides-moritz-oppenheim-85-and-wife-end-lives-in.html
692,"Officially, a Father-Son Suicide, But Mobster's Death Stirs Doubts","There was no note, no sign of illness or depression, and no apparent motive for suicide. But there was a folding chair kicked over on the floor, a half-empty bottle of Johnnie Walker Red nearby and two bodies -- one of them a convicted gangster -- hanging from a ceiling beam.",https://www.nytimes.com/1999/06/06/nyregion/officially-a-father-son-suicide-but-mobster-s-death-stirs-doubts.html
693,"Mexican, in U.S. Suicide Note, Blames Zedillo for His Death","In a last, bitter attack on the political system he once served, a former Mexican justice official who apparently killed himself on Wednesday rather than face money-laundering charges in the United States blamed President Ernesto Zedillo for both his own death and the assassination of his brother.",https://www.nytimes.com/1999/09/17/world/mexican-in-us-suicide-note-blames-zedillo-for-his-death.html
694,"A Firefighter’s Suicide, and the Latent Toll of 9/11", [Want to get New York Today by email? Here’s the sign-up.],https://www.nytimes.com/2019/09/11/nyregion/september-11-nyc-firefighter.html
695,Justices Explore U.S. Authority Over States on Assisted Suicide,"WASHINGTON, Oct. 5 - The question of assisted suicide reached the Supreme Court for the second time in eight years on Wednesday, although the profound issues of professional ethics and personal autonomy that have animated the national debate largely remained outside the courtroom.",https://www.nytimes.com/2005/10/06/politics/politicsspecial1/justices-explore-us-authority-over-states-on.html
696,"EAST, A SENATOR FROM CAROLINA, A SUICIDE AT 55",Senator John P. East was found dead on the floor of the garage at his home in Greenville this morning. The County Medical Examiner ruled the death a suicide.,https://www.nytimes.com/1986/06/30/us/east-a-senator-from-carolina-a-suicide-at-55.html
697,A Scholar's Suicide: Trying to Spare a Family Anguish,"Richard Schlatter was the sort of man whose vitality and hunger for experience awed and even disconcerted his many friends and proteges. His journey from a small town in Ohio to Harvard and Oxford Universities, a Rhodes scholarship and adult prominence as a scholar and administrator at Rutgers University seemed to them a function of the life force itself.",https://www.nytimes.com/1987/10/26/nyregion/a-scholar-s-suicide-trying-to-spare-a-family-anguish.html
698,DESPONDENT PAIR APPARENT SUICIDE,"Capt. Edward A. Brudno of the Air Force, who spent more than seven of his 33 years in a North Vietnamese prisoner‐of war camp, was found dead yes terday in the home of his wife's family in Harrison, N.Y., appar ently a suicide.",https://www.nytimes.com/1973/06/04/archives/despondentp-pow-apparent-suicide-new-yorker-was-among-first-north.html
699,Suicide Now No. 2 Cause Of Deaths Among Young,"It was a pleasant Saturday morning and Marie Bettoni, a 17‐year‐old graduate of a Brooklyn high school, had dutifully accompanied her mother and father to a church wedding. Her parents went on to the reception; she returned home.",https://www.nytimes.com/1973/04/16/archives/suicide-now-no-2-cause-of-deaths-among-young-suicide-second-leading.html
700,FARM BELT SUICIDES REFLECT GREATER HARDSHIP AND DEEPENING DESPONDENCY,"Mike Hrabe, a Kansas wheat grower, says he understands why others across the Farm Belt have been driven to suicide. The 41-year-old farmer had already written a note telling a neighbor where to find his body when the sight of his son's baseball uniform, laid out for a Little League game, stayed his hand.",https://www.nytimes.com/1986/01/14/us/farm-belt-suicides-reflect-greater-hardship-and-deepening-despondency.html
701,"Antidepressants increase suicide risk in young adults, study finds - Americas - International Herald Tribune","NEW YORK — In a long-awaited analysis, U.S. health officials have reported that antidepressant medications appear to increase significantly the risk of suicide attempts and related behaviors in adults under 25 years of age, while reducing such risks in older people.",https://www.nytimes.com/2006/12/06/world/americas/06iht-suicide.3800869.html
702,"A DAY AFTER SUICIDES, BERGENFIELD FOCUSES ON PREVENTING MORE","The day after four youths committed suicide together here, the Police Department today set up a suicide hot line telephone number, the Volunteer Ambulance Corps opened a 24-hour walk-in crisis center and high-school officials established counseling centers and support groups for students.",https://www.nytimes.com/1987/03/13/nyregion/a-day-after-suicides-bergenfield-focuses-on-preventing-more.html
703,LEON FRASER DIES FROM SUICIDE SHOT ON SUMMER ESTATE; BANKER A SUICIDE,,https://www.nytimes.com/1945/04/09/archives/leon-fraser-dies-from-suicide-shot-on-summer-estate-banker-a.html
704,Justices Hear Arguments on Oregon's Assisted-Suicide Law,"WASHINGTON, Oct. 5 - The question of assisted suicide reached the Supreme Court today for the second time in eight years, although the profound issues of professional ethics and personal autonomy that have animated the national debate largely remained outside the courtroom.",https://www.nytimes.com/2005/10/05/politics/justices-hear-arguments-on-oregons-assistedsuicide-law.html
705,"In City's Jails, Missed Signals Open Way to Season of Suicides","The warnings were right there in her medical file: a childhood of sexual abuse, a diagnosis of manic depression, a suicide attempt at age 13 -- all noted when Carina Montes arrived at Rikers Island in September 2002.",https://www.nytimes.com/2005/02/28/nyregion/in-citys-jails-missed-signals-open-way-to-season-of-suicides.html
706,Lafeadio Hearn's Son Dead,,https://www.nytimes.com/1962/02/23/archives/lafeadio-hearns-son-dead.html
707,"JAIME ONGPIN, EX-AQUINO AIDE, DIES AT 49, APPARENTLY A SUICIDE","Jaime V. Ongpin, one of the first supporters of Corazon C. Aquino in her bid for the presidency, died today, apparently a suicide, three months after being dismissed as her Finance Minister, the police said. He was 49 years old.",https://www.nytimes.com/1987/12/08/obituaries/jaime-ongpin-ex-aquino-aide-dies-at-49-apparently-a-suicide.html
708,Michael Phelps: ‘I Can’t See Any More Suicides’,"The relationship between the United States Olympic and Paralympic Committee and its most decorated Olympian, Michael Phelps, has been rocky for years.",https://www.nytimes.com/2020/07/29/sports/olympics/michael-phelps-documentary-weight-of-gold.html
709,COMMITS SUICIDE BY GAS.; Wife of Capt. Engle of Geodetic Survey Was a New York Girl.,,https://www.nytimes.com/1930/11/23/archives/commits-suicide-by-gas-wife-of-capt-engle-of-geodetic-survey-was-a.html
710,Winchell Taking Vacation In Bid 'to Get His Bearings',,https://www.nytimes.com/1969/02/06/archives/winchell-taking-vacation-in-bid-to-get-his-bearings.html
711,NEW ENGLAND IS LOW IN RATE OF HOMICIDES; Leads Rest of Country for 14-Year Period -- Suicide Ratio Highest in West.,,https://www.nytimes.com/1935/12/22/archives/new-england-is-low-in-rate-of-homicides-leads-rest-of-country-for.html
712,"Suicide Rates Are Rising for the Unpopular, Harassed Police Force inParis",Parisians do not have warm feelings for their police. Older people remember them as collaborating with the German occupiers. Middle-aged Parisians still resent their rough repression of the 1968 student movement.,https://www.nytimes.com/1996/04/07/world/suicide-rates-are-rising-for-the-unpopular-harassed-police-force-inparis.html
713,McClory to Ask House Inquiry Into Alleged Suicide of Sailor,"CHICAGO, July 5—Representative Robert McClory said this week that he would ask the House Armed Services Committee to investigate the circumstances leading to the apparent suicide of an 18‐year‐old Navy recruit who died June 3 after being struck by a commuter train.",https://www.nytimes.com/1975/07/06/archives/mcclory-to-ask-house-inquiry-into-alleged-suicide-of-sailor.html
714,TWO MORE MINERS DIE IN BOOTLEG WORKINGS; Toll of 'Suicide Industry' Mounts as Coal Hole Collapses,,https://www.nytimes.com/1939/11/26/archives/two-more-miners-die-in-bootleg-workings-toll-of-suicide-industry.html
715,"Depression During and After Pregnancy Can Be Prevented, National Panel Says. Here’s How.","As many as one in seven women experience depression during pregnancy or in the year after giving birth. Now, for the first time, a national panel of health experts says there is a way to prevent it.",https://www.nytimes.com/2019/02/12/health/perinatal-depression-maternal-counseling.html
716,Family Sues Pop Warner Over Suicide of Player Who Had Brain Disease,"The family of a football player who committed suicide and was later found to have chronic traumatic encephalopathy, a degenerative brain disease, has sued the youth league Pop Warner, claiming that it failed to warn players about, and protect them from, the dangers of head trauma.",https://www.nytimes.com/2015/02/06/sports/family-of-player-with-cte-who-killed-himself-sues-pop-warner.html
